hotel_id,host_id,latitude,longitude,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
158290,759583,40.68288,-73.96024,75,3,43,0.44,2,365
158913,762563,40.72489,-73.95494,130,5,4,0.05,1,0
158955,465589,40.70867,-73.94284,139,2,385,4,1,222
159749,54275,40.67963,-73.93908,88,1,64,0.68,3,238
159815,54275,40.6798,-73.93908,80,1,39,0.41,3,218
159913,759883,40.74346,-73.99882,150,2,37,1.79,1,0
160609,769247,40.77724,-73.98109,200,3,10,0.12,1,0
160994,770831,40.72972,-73.97995,200,2,103,1.08,1,235
161366,733894,40.74102,-73.91681,42,40,41,0.43,3,246
161394,772300,40.71309,-73.94128,90,6,3,0.03,1,0
161996,1856604,40.83096,-73.94633,295,3,227,2.33,1,247
162493,776490,40.71323,-73.95745,450,5,37,0.79,1,15
162508,776645,40.67212,-73.9506,130,2,29,0.35,1,119
163627,242506,40.71023,-73.96665,89,3,205,2.31,3,0
163809,781647,40.80523,-73.95139,198,5,42,0.44,2,234
163814,627217,40.72636,-73.98917,99,2,280,2.92,3,257
163836,32169,40.72185,-73.93956,46,4,86,0.89,3,350
164989,69439,40.72351,-73.99683,140,2,54,0.56,1,221
165080,787273,40.6809,-73.99233,500,7,7,0.07,1,0
165461,867225,40.80525,-73.95916,75,5,57,0.59,2,201
165824,733894,40.74,-73.91901,33,44,31,0.32,3,161
166006,791287,40.80006,-73.96049,250,31,188,1.94,1,259
166172,792159,40.70283,-73.92131,60,3,480,6.7,1,0
166541,793620,40.84468,-73.94303,75,2,34,0.35,1,222
166983,795640,40.68252,-73.99619,350,5,6,0.06,1,0
167013,306605,40.74342,-73.99483,205,9,3,0.04,2,76
167017,795889,40.67853,-73.98089,219,5,2,0.03,1,0
167222,22486,40.6788,-73.97643,60,1,20,0.21,6,258
167482,789257,40.77886,-73.98042,185,2,129,1.33,1,14
168084,800982,40.72578,-73.97879,190,3,147,1.6,1,27
168123,720558,40.66085,-73.98537,105,28,101,1.06,1,167
168546,803086,40.80113,-73.94503,250,2,11,0.12,2,68
168810,747698,40.78569,-73.97581,175,65,11,0.12,1,358
169002,805344,40.82411,-73.94934,65,2,41,0.43,2,59
169152,806112,40.68131,-73.95332,75,2,87,1.09,1,0
169306,806214,40.85811,-73.90675,37,4,117,1.21,1,232
169464,806774,40.70667,-73.96524,85,2,86,0.89,2,15
169483,807642,40.60452,-73.97103,106,7,0,,2,0
170420,812814,40.7932,-73.94007,79,2,15,0.16,1,0
170761,67778,40.68768,-73.97611,85,2,35,0.55,2,161
171776,803086,40.80224,-73.94558,170,2,17,0.18,2,88
172700,302772,40.71473,-73.98842,115,3,3,0.04,2,337
172870,781647,40.80518,-73.95359,89,5,43,0.47,2,247
173072,826192,40.80827,-73.95329,49,3,168,4.6,1,248
173151,826459,40.72901,-73.95812,91,3,241,2.49,1,287
173742,829652,40.73476,-73.98452,400,2,105,1.13,1,304
174527,833926,40.69055,-73.92357,150,2,11,0.46,1,0
174966,836168,40.7735,-73.98697,2000,30,30,0.33,11,0
176135,842125,40.67505,-73.95969,97,3,31,0.32,1,193
176653,844862,40.72974,-73.98201,100,4,49,0.51,2,43
176962,846309,40.70925,-73.95425,179,4,23,0.24,1,25
177421,848748,40.72315,-73.95226,500,2,20,0.21,2,127
177495,848960,40.73939,-73.99612,429,10,18,0.9,1,0
177606,849492,40.74112,-73.97686,189,6,90,0.95,1,303
179670,21475,40.72019,-73.98217,120,2,99,1.04,1,345
179741,314941,40.72133,-73.99666,300,1,6,0.06,3,115
180507,864735,40.75744,-73.92163,107,30,21,0.22,8,200
180792,864735,40.75695,-73.9202,95,30,24,0.26,8,271
181972,872121,40.8296,-73.94651,199,2,111,1.17,1,12
182069,39260,40.79056,-73.9468,120,2,86,0.91,1,268
182095,872805,40.73631,-73.99977,199,15,66,0.69,2,89
182177,873273,40.86466,-73.85709,125,2,271,2.84,2,347
182649,876054,40.71312,-73.96199,70,2,227,2.4,1,37
185266,889106,40.71297,-73.94336,75,4,80,1.55,1,0
187488,871727,40.73712,-74.00166,100,30,5,0.07,1,359
187566,279078,40.69242,-73.95097,99,2,187,1.97,2,287
187986,904833,40.73862,-73.99758,250,1,2,0.02,1,0
188146,906200,40.7158,-73.95803,350,6,1,0.02,1,233
188661,909146,40.68262,-73.97299,170,3,67,0.7,1,129
188674,909234,40.73217,-73.98801,165,1,63,0.68,1,0
189135,179020,40.76311,-73.99388,99,1,89,1,1,353
189181,912541,40.74695,-74.00454,255,4,1,0.02,1,365
189732,489400,40.67497,-73.87305,169,3,177,1.86,1,297
189787,915640,40.66788,-73.94813,99,4,90,0.94,1,56
190267,918866,40.76684,-73.95944,169,7,39,0.41,1,44
190542,920542,40.68967,-73.95445,160,3,42,0.44,1,355
190968,922922,40.67946,-73.96501,215,3,33,0.35,1,156
190974,874471,40.66944,-73.98083,130,3,179,2.02,1,273
191075,923915,40.72566,-73.97748,110,3,81,0.85,2,274
193105,936114,40.7709,-73.99181,150,28,43,0.45,2,258
193333,302936,40.71943,-73.95958,65,30,52,0.54,1,276
193393,938056,40.74249,-73.92466,75,2,160,1.68,1,65
193853,48599,40.74033,-74.00024,149,6,23,0.27,2,0
194154,936830,40.7969,-73.96128,89,6,35,0.37,1,180
195123,940724,40.83403,-73.94553,50,1,225,2.35,1,343
195233,949221,40.65513,-73.95641,43,1,401,6.62,2,43
195240,949221,40.65589,-73.95539,42,1,72,0.84,2,96
195578,304493,40.70275,-73.94501,85,1,46,0.97,1,59
195971,953279,40.68897,-73.93569,139,3,83,1.19,1,255
195989,611716,40.67617,-73.98136,105,1,211,2.21,2,252
196010,953565,40.67595,-73.98053,265,5,15,0.16,1,0
197155,960836,40.76415,-73.99067,149,1,122,1.29,1,20
197753,964482,40.83127,-73.94718,68,2,295,3.9,2,188
197942,289135,40.68497,-73.95592,99,3,207,2.18,1,304
199195,971075,40.82922,-73.94174,75,3,50,0.65,2,38
199312,973438,40.71137,-73.94362,100,2,273,2.85,1,254
200645,933378,40.76739,-73.9557,90,1,0,,1,0
200955,568325,40.73089,-73.98195,160,30,25,0.26,1,46
201992,988350,40.6755,-73.97859,190,4,105,1.62,1,328
202273,918087,40.68812,-73.94934,67,4,72,0.76,3,0
